timestamp,likes,comments,shares,caption,hashtags,content_type,campaign_id
2024-01-01 17:00:00,455.0,62.0,22.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#cute, #catlife, #catsofinstagram, #purrfect, #meow",daily_life,6
2024-01-01 18:00:00,223.0,35.0,,The face you make when the treats come out 😻,"#sponsored, #fluff, #kitty",product_showcase,2
2024-01-01 19:00:00,143.0,21.0,18.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#ad, #sponsored, #purrfect, #purrfect, #catfood",behind_scenes,2
2024-01-01 20:00:00,699.0,57.0,46.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#meow, #catlife, #meow, #catsofinstagram",review,18
2024-01-01 21:00:00,457.0,76.0,26.0,Making every moment special with Premium Cat Feast! #ad,"#catfood, #catsofinstagram",product_showcase,5
2024-01-01 22:00:00,600.0,25.0,14.0,Breaking news: Nap time is essential! 😴,"#cute, #cute, #catfood, #ad",behind_scenes,3
2024-01-01 23:00:00,230.0,31.0,20.0,Weekend vibes with our favorite furry friend 🐱,"#ad, #purrfect",product_showcase,8
2024-01-02 00:00:00,494.0,78.0,38.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#ad, #catfood, #catfood, #catsofinstagram, #kitty",behind_scenes,15
2024-01-02 01:00:00,630.0,80.0,32.0,Weekend vibes with our favorite furry friend 🐱,"#catfood, #cute, #catlife",cute_moment,7
2024-01-02 02:00:00,538.0,74.0,69.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#catsofinstagram, #meow, #ad, #cute",review,7
2024-01-02 03:00:00,863.0,90.0,34.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#sponsored, #ad",cute_moment,10
2024-01-02 04:00:00,624.0,60.0,45.0,Quality time with our feline friend 💕,"#cute, #fluff, #purrfect",cute_moment,1
2024-01-02 05:00:00,663.0,35.0,34.0,The face you make when the treats come out 😻,"#sponsored, #cute, #kitty",behind_scenes,10
2024-01-02 06:00:00,637.0,74.0,35.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#catsofinstagram, #cute, #ad, #ad, #catsofinstagram",daily_life,20
2024-01-02 07:00:00,1053.0,82.0,61.0,Weekend vibes with our favorite furry friend 🐱,"#catfood, #meow",daily_life,16
2024-01-02 08:00:00,727.0,80.0,27.0,Making every moment special with Premium Cat Feast! #ad,"#kitty, #catfood",daily_life,2
2024-01-02 09:00:00,496.0,63.0,55.0,Quality time with our feline friend 💕,"#cute, #catfood, #fluff, #catlife",daily_life,14
2024-01-02 10:00:00,911.0,37.0,47.0,Quality time with our feline friend 💕,"#ad, #meow",review,10
2024-01-02 11:00:00,375.0,55.0,38.0,Weekend vibes with our favorite furry friend 🐱,"#purrfect, #ad, #kitty, #meow, #catlife",cute_moment,17
2024-01-02 12:00:00,674.0,82.0,35.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#ad, #catfood",product_showcase,2
2024-01-02 13:00:00,145.0,84.0,18.0,Quality time with our feline friend 💕,"#ad, #meow, #fluff, #purrfect, #ad",review,5
2024-01-02 14:00:00,206.0,75.0,41.0,The face you make when the treats come out 😻,"#cute, #fluff",behind_scenes,16
2024-01-02 15:00:00,485.0,,46.0,Making every moment special with Premium Cat Feast! #ad,"#purrfect, #sponsored, #catsofinstagram, #catfood, #ad",review,17
2024-01-02 16:00:00,538.0,18.0,30.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#sponsored, #catfood, #sponsored, #cute",review,11
2024-01-02 17:00:00,390.0,52.0,53.0,Making every moment special with Premium Cat Feast! #ad,"#sponsored, #catsofinstagram, #purrfect, #catsofinstagram",behind_scenes,1
2024-01-02 18:00:00,353.0,47.0,22.0,Breaking news: Nap time is essential! 😴,"#catfood, #meow, #catfood",product_showcase,18
2024-01-02 19:00:00,,48.0,28.0,Making every moment special with Premium Cat Feast! #ad,"#kitty, #purrfect",cute_moment,8
2024-01-02 20:00:00,125.0,2.0,40.0,When the sunbeam hits just right ☀️,"#catlife, #fluff, #ad",review,1
2024-01-02 21:00:00,323.0,25.0,24.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#purrfect, #sponsored, #purrfect",behind_scenes,17
2024-01-02 22:00:00,380.0,47.0,16.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#kitty, #catlife, #cute, #purrfect",behind_scenes,9
2024-01-02 23:00:00,819.0,62.0,16.0,The face you make when the treats come out 😻,"#fluff, #catsofinstagram, #kitty, #cute",product_showcase,4
2024-01-03 00:00:00,580.0,83.0,47.0,Weekend vibes with our favorite furry friend 🐱,"#fluff, #catlife, #catfood",review,17
2024-01-03 01:00:00,333.0,71.0,37.0,Making every moment special with Premium Cat Feast! #ad,"#kitty, #catfood, #cute, #fluff",behind_scenes,10
2024-01-03 02:00:00,834.0,83.0,33.0,Breaking news: Nap time is essential! 😴,"#catlife, #catfood",product_showcase,13
2024-01-03 03:00:00,656.0,84.0,31.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#catlife, #purrfect",product_showcase,17
2024-01-03 04:00:00,740.0,113.0,52.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#meow, #fluff, #catsofinstagram, #fluff",behind_scenes,11
2024-01-03 05:00:00,988.0,69.0,39.0,Weekend vibes with our favorite furry friend 🐱,"#fluff, #catlife",behind_scenes,3
2024-01-03 06:00:00,1242.0,106.0,42.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#catsofinstagram, #kitty, #kitty",review,20
2024-01-03 07:00:00,1055.0,83.0,53.0,Breaking news: Nap time is essential! 😴,"#catfood, #purrfect",review,6
2024-01-03 08:00:00,539.0,97.0,30.0,The face you make when the treats come out 😻,"#ad, #kitty",cute_moment,20
2024-01-03 09:00:00,636.0,80.0,44.0,Breaking news: Nap time is essential! 😴,"#catsofinstagram, #catlife",behind_scenes,1
2024-01-03 10:00:00,836.0,76.0,54.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#catfood, #catlife",daily_life,10
2024-01-03 11:00:00,720.0,65.0,44.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#meow, #catlife, #catlife, #sponsored, #cute",daily_life,15
2024-01-03 12:00:00,500.0,73.0,40.0,The face you make when the treats come out 😻,"#catsofinstagram, #meow, #catfood, #catfood",cute_moment,19
2024-01-03 13:00:00,358.0,60.0,36.0,Weekend vibes with our favorite furry friend 🐱,"#fluff, #meow, #catlife, #fluff",behind_scenes,16
2024-01-03 14:00:00,,35.0,22.0,Breaking news: Nap time is essential! 😴,"#fluff, #ad",product_showcase,6
2024-01-03 15:00:00,216.0,62.0,49.0,Breaking news: Nap time is essential! 😴,"#purrfect, #ad, #meow",daily_life,5
2024-01-03 16:00:00,563.0,14.0,19.0,The face you make when the treats come out 😻,"#fluff, #kitty, #fluff",review,8
2024-01-03 17:00:00,672.0,19.0,27.0,Quality time with our feline friend 💕,"#catfood, #ad, #catsofinstagram, #cute, #cute",daily_life,3
2024-01-03 18:00:00,358.0,48.0,29.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#sponsored, #purrfect, #sponsored",behind_scenes,14
2024-01-03 19:00:00,540.0,52.0,36.0,Quality time with our feline friend 💕,"#catsofinstagram, #meow, #catsofinstagram, #fluff, #ad",daily_life,19
2024-01-03 20:00:00,501.0,16.0,41.0,Quality time with our feline friend 💕,"#catlife, #ad, #ad, #sponsored, #fluff",cute_moment,13
2024-01-03 21:00:00,315.0,34.0,27.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#catsofinstagram, #catlife",review,11
2024-01-03 22:00:00,515.0,38.0,36.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#sponsored, #kitty, #meow, #kitty, #meow",cute_moment,11
2024-01-03 23:00:00,1018.0,40.0,34.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#fluff, #fluff, #purrfect, #sponsored, #sponsored",product_showcase,12
2024-01-04 00:00:00,587.0,81.0,12.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#sponsored, #catfood, #catlife, #purrfect, #purrfect",product_showcase,15
2024-01-04 01:00:00,923.0,70.0,19.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#ad, #kitty, #purrfect, #ad",product_showcase,16
2024-01-04 02:00:00,223.0,77.0,33.0,Breaking news: Nap time is essential! 😴,"#cute, #cute, #cute",product_showcase,14
2024-01-04 03:00:00,897.0,59.0,37.0,The face you make when the treats come out 😻,"#purrfect, #cute, #sponsored",behind_scenes,15
2024-01-04 04:00:00,774.0,58.0,26.0,When the sunbeam hits just right ☀️,"#sponsored, #purrfect, #ad",behind_scenes,20
2024-01-04 05:00:00,628.0,114.0,59.0,When the sunbeam hits just right ☀️,"#kitty, #kitty, #purrfect, #meow",behind_scenes,18
2024-01-04 06:00:00,926.0,84.0,45.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#cute, #kitty, #ad, #sponsored",cute_moment,17
2024-01-04 07:00:00,363.0,67.0,45.0,Quality time with our feline friend 💕,"#ad, #catsofinstagram",cute_moment,1
2024-01-04 08:00:00,844.0,103.0,30.0,The face you make when the treats come out 😻,"#kitty, #catsofinstagram, #fluff",daily_life,14
2024-01-04 09:00:00,717.0,67.0,39.0,Weekend vibes with our favorite furry friend 🐱,"#catsofinstagram, #purrfect",review,10
2024-01-04 10:00:00,1087.0,61.0,10.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#catlife, #sponsored, #ad, #meow, #kitty",cute_moment,13
2024-01-04 11:00:00,604.0,76.0,38.0,When the sunbeam hits just right ☀️,"#fluff, #catfood, #catfood",daily_life,14
2024-01-04 12:00:00,441.0,50.0,39.0,Breaking news: Nap time is essential! 😴,"#fluff, #sponsored, #purrfect, #catfood, #catfood",product_showcase,15
2024-01-04 13:00:00,368.0,47.0,35.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#purrfect, #catsofinstagram, #purrfect",product_showcase,18
2024-01-04 14:00:00,690.0,54.0,12.0,Making every moment special with Premium Cat Feast! #ad,"#catlife, #sponsored, #ad",cute_moment,19
2024-01-04 15:00:00,593.0,40.0,33.0,Weekend vibes with our favorite furry friend 🐱,"#catlife, #catlife, #catsofinstagram",behind_scenes,13
2024-01-04 16:00:00,276.0,52.0,17.0,Weekend vibes with our favorite furry friend 🐱,"#purrfect, #purrfect",daily_life,18
2024-01-04 17:00:00,489.0,69.0,17.0,The face you make when the treats come out 😻,"#catfood, #meow, #purrfect, #sponsored",review,16
2024-01-04 18:00:00,380.0,27.0,34.0,The face you make when the treats come out 😻,"#ad, #cute, #ad",daily_life,5
2024-01-04 19:00:00,632.0,7.0,52.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#catsofinstagram, #sponsored, #catlife",behind_scenes,1
2024-01-04 20:00:00,333.0,2.0,28.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#catsofinstagram, #meow, #meow, #catsofinstagram, #ad",behind_scenes,1
2024-01-04 21:00:00,392.0,49.0,21.0,When the sunbeam hits just right ☀️,"#fluff, #sponsored, #ad, #ad",cute_moment,12
2024-01-04 22:00:00,390.0,39.0,37.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#catsofinstagram, #cute, #sponsored",behind_scenes,11
2024-01-04 23:00:00,303.0,61.0,43.0,When the sunbeam hits just right ☀️,"#catfood, #sponsored, #purrfect, #fluff",behind_scenes,14
2024-01-05 00:00:00,674.0,61.0,36.0,Making every moment special with Premium Cat Feast! #ad,"#fluff, #fluff",review,17
2024-01-05 01:00:00,701.0,31.0,82.0,Breaking news: Nap time is essential! 😴,"#purrfect, #purrfect",behind_scenes,4
2024-01-05 02:00:00,686.0,34.0,37.0,Quality time with our feline friend 💕,"#catsofinstagram, #fluff, #sponsored, #sponsored",product_showcase,18
2024-01-05 03:00:00,617.0,88.0,49.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#sponsored, #meow, #catfood, #meow, #cute",behind_scenes,2
2024-01-05 04:00:00,524.0,73.0,56.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#meow, #sponsored, #fluff",product_showcase,18
2024-01-05 05:00:00,773.0,70.0,60.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#kitty, #catsofinstagram, #kitty, #catlife, #catlife",review,18
2024-01-05 06:00:00,712.0,50.0,21.0,Making every moment special with Premium Cat Feast! #ad,"#catlife, #cute, #ad, #sponsored, #catsofinstagram",cute_moment,14
2024-01-05 07:00:00,676.0,98.0,43.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#meow, #cute, #meow",product_showcase,7
2024-01-05 08:00:00,584.0,96.0,56.0,Making every moment special with Premium Cat Feast! #ad,"#catlife, #sponsored, #ad",cute_moment,2
2024-01-05 09:00:00,800.0,80.0,67.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#sponsored, #catlife, #kitty, #cute",cute_moment,16
2024-01-05 10:00:00,1010.0,50.0,40.0,When the sunbeam hits just right ☀️,"#meow, #sponsored, #sponsored, #sponsored, #catfood",product_showcase,5
2024-01-05 11:00:00,699.0,67.0,29.0,Weekend vibes with our favorite furry friend 🐱,"#catlife, #ad, #cute",daily_life,9
2024-01-05 12:00:00,579.0,33.0,26.0,Making every moment special with Premium Cat Feast! #ad,"#kitty, #catfood, #fluff, #catlife, #catlife",behind_scenes,11
2024-01-05 13:00:00,442.0,77.0,56.0,Quality time with our feline friend 💕,"#catlife, #kitty, #catsofinstagram, #purrfect",review,14
2024-01-05 14:00:00,112.0,57.0,41.0,Making every moment special with Premium Cat Feast! #ad,"#sponsored, #purrfect, #cute, #catlife",cute_moment,10
2024-01-05 15:00:00,449.0,10.0,17.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#catlife, #fluff",daily_life,14
2024-01-05 16:00:00,491.0,30.0,25.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#catfood, #purrfect",cute_moment,17
2024-01-05 17:00:00,947.0,46.0,28.0,Quality time with our feline friend 💕,"#catfood, #sponsored",daily_life,15
2024-01-05 18:00:00,387.0,42.0,30.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#ad, #meow, #catlife, #fluff, #kitty",review,6
2024-01-05 19:00:00,377.0,32.0,15.0,Breaking news: Nap time is essential! 😴,"#purrfect, #catsofinstagram, #catsofinstagram",daily_life,18
2024-01-05 20:00:00,465.0,19.0,16.0,Breaking news: Nap time is essential! 😴,"#catfood, #purrfect, #cute",review,12
2024-01-05 21:00:00,246.0,65.0,11.0,Breaking news: Nap time is essential! 😴,"#catlife, #catsofinstagram, #sponsored, #catlife",behind_scenes,10
2024-01-05 22:00:00,763.0,43.0,36.0,Breaking news: Nap time is essential! 😴,"#cute, #kitty, #fluff, #meow",daily_life,12
2024-01-05 23:00:00,512.0,11.0,26.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#sponsored, #cute, #catfood, #meow, #sponsored",cute_moment,10
2024-01-06 00:00:00,919.0,68.0,45.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#purrfect, #purrfect, #meow, #catfood, #sponsored",behind_scenes,16
2024-01-06 01:00:00,530.0,101.0,66.0,Weekend vibes with our favorite furry friend 🐱,"#cute, #catsofinstagram, #catsofinstagram",cute_moment,9
2024-01-06 02:00:00,1133.0,69.0,42.0,Breaking news: Nap time is essential! 😴,"#fluff, #catlife",cute_moment,16
2024-01-06 03:00:00,510.0,130.0,48.0,Quality time with our feline friend 💕,"#sponsored, #fluff, #sponsored",behind_scenes,16
2024-01-06 04:00:00,1106.0,96.0,46.0,Breaking news: Nap time is essential! 😴,"#ad, #catsofinstagram, #ad, #purrfect",behind_scenes,6
2024-01-06 05:00:00,1300.0,118.0,59.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#purrfect, #kitty, #catfood, #meow",review,2
2024-01-06 06:00:00,729.0,109.0,79.0,The face you make when the treats come out 😻,"#catlife, #meow",daily_life,18
2024-01-06 07:00:00,,,61.0,The face you make when the treats come out 😻,"#fluff, #catfood, #catsofinstagram, #fluff",review,4
2024-01-06 08:00:00,900.0,79.0,50.0,Making every moment special with Premium Cat Feast! #ad,"#sponsored, #catfood, #purrfect, #kitty, #catsofinstagram",product_showcase,1
2024-01-06 09:00:00,737.0,73.0,80.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#catlife, #purrfect, #fluff, #catsofinstagram",product_showcase,9
2024-01-06 10:00:00,408.0,109.0,49.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#catsofinstagram, #meow, #catlife",review,6
2024-01-06 11:00:00,863.0,51.0,29.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#cute, #purrfect, #purrfect, #fluff, #ad",review,5
2024-01-06 12:00:00,421.0,38.0,59.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#purrfect, #catfood, #cute",daily_life,4
2024-01-06 13:00:00,719.0,42.0,45.0,Quality time with our feline friend 💕,"#purrfect, #meow",behind_scenes,15
2024-01-06 14:00:00,407.0,114.0,37.0,Making every moment special with Premium Cat Feast! #ad,"#cute, #purrfect, #purrfect, #sponsored",product_showcase,16
2024-01-06 15:00:00,962.0,60.0,46.0,Quality time with our feline friend 💕,"#fluff, #ad",behind_scenes,1
2024-01-06 16:00:00,270.0,58.0,26.0,When the sunbeam hits just right ☀️,"#fluff, #catlife, #ad",cute_moment,11
2024-01-06 17:00:00,433.0,25.0,44.0,Making every moment special with Premium Cat Feast! #ad,"#ad, #purrfect, #kitty, #kitty",cute_moment,3
2024-01-06 18:00:00,657.0,67.0,21.0,Making every moment special with Premium Cat Feast! #ad,"#fluff, #catsofinstagram, #ad, #fluff, #kitty",behind_scenes,10
2024-01-06 19:00:00,190.0,44.0,13.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#catfood, #cute, #catfood",cute_moment,7
2024-01-06 20:00:00,649.0,51.0,18.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#kitty, #catlife",product_showcase,5
2024-01-06 21:00:00,937.0,29.0,38.0,The face you make when the treats come out 😻,"#purrfect, #purrfect, #cute",product_showcase,19
2024-01-06 22:00:00,240.0,65.0,23.0,Quality time with our feline friend 💕,"#cute, #catlife, #catsofinstagram, #catlife, #purrfect",cute_moment,20
2024-01-06 23:00:00,634.0,60.0,61.0,The face you make when the treats come out 😻,"#kitty, #purrfect",product_showcase,12
2024-01-07 00:00:00,897.0,56.0,47.0,Quality time with our feline friend 💕,"#fluff, #sponsored",cute_moment,4
2024-01-07 01:00:00,893.0,85.0,68.0,Making every moment special with Premium Cat Feast! #ad,"#ad, #sponsored, #fluff",daily_life,12
2024-01-07 02:00:00,504.0,50.0,60.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#sponsored, #catsofinstagram, #cute",daily_life,19
2024-01-07 03:00:00,567.0,87.0,52.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#cute, #ad, #catfood, #purrfect",behind_scenes,8
2024-01-07 04:00:00,1110.0,126.0,33.0,Breaking news: Nap time is essential! 😴,"#meow, #purrfect, #ad",cute_moment,3
2024-01-07 05:00:00,1151.0,86.0,54.0,Making every moment special with Premium Cat Feast! #ad,"#ad, #kitty, #fluff, #sponsored, #ad",daily_life,14
2024-01-07 06:00:00,1015.0,75.0,57.0,Making every moment special with Premium Cat Feast! #ad,"#kitty, #purrfect, #sponsored, #catlife",daily_life,14
2024-01-07 07:00:00,1215.0,84.0,57.0,Making every moment special with Premium Cat Feast! #ad,"#meow, #sponsored, #cute",product_showcase,1
2024-01-07 08:00:00,922.0,104.0,78.0,Breaking news: Nap time is essential! 😴,"#purrfect, #cute, #catlife, #sponsored, #catfood",behind_scenes,18
2024-01-07 09:00:00,834.0,80.0,47.0,Quality time with our feline friend 💕,"#catsofinstagram, #ad, #catsofinstagram, #catsofinstagram, #purrfect",behind_scenes,14
2024-01-07 10:00:00,1033.0,84.0,40.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#sponsored, #kitty, #purrfect",daily_life,4
2024-01-07 11:00:00,618.0,100.0,47.0,Weekend vibes with our favorite furry friend 🐱,"#catfood, #cute, #catfood, #kitty, #ad",daily_life,1
2024-01-07 12:00:00,1286.0,67.0,28.0,When the sunbeam hits just right ☀️,"#catsofinstagram, #fluff, #ad",behind_scenes,20
2024-01-07 13:00:00,689.0,26.0,37.0,Making every moment special with Premium Cat Feast! #ad,"#fluff, #purrfect",product_showcase,16
2024-01-07 14:00:00,352.0,75.0,31.0,Weekend vibes with our favorite furry friend 🐱,"#kitty, #catfood, #catfood, #purrfect, #catsofinstagram",review,8
2024-01-07 15:00:00,669.0,100.0,25.0,Making every moment special with Premium Cat Feast! #ad,"#catsofinstagram, #meow, #purrfect",product_showcase,9
2024-01-07 16:00:00,309.0,58.0,44.0,Breaking news: Nap time is essential! 😴,"#fluff, #purrfect, #meow",review,11
2024-01-07 17:00:00,674.0,22.0,13.0,The face you make when the treats come out 😻,"#catlife, #meow, #purrfect, #cute, #ad",behind_scenes,15
2024-01-07 18:00:00,748.0,43.0,40.0,When the sunbeam hits just right ☀️,"#meow, #catsofinstagram, #kitty, #ad",behind_scenes,4
2024-01-07 19:00:00,291.0,23.0,42.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#cute, #catfood, #sponsored",behind_scenes,4
2024-01-07 20:00:00,798.0,64.0,,The face you make when the treats come out 😻,"#catsofinstagram, #kitty, #purrfect",cute_moment,1
2024-01-07 21:00:00,649.0,20.0,22.0,Weekend vibes with our favorite furry friend 🐱,"#fluff, #fluff, #ad",cute_moment,20
2024-01-07 22:00:00,845.0,47.0,10.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#catlife, #catfood, #sponsored, #meow",cute_moment,18
2024-01-07 23:00:00,1113.0,36.0,32.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#kitty, #meow",behind_scenes,12
2024-01-08 00:00:00,484.0,64.0,52.0,Breaking news: Nap time is essential! 😴,"#catsofinstagram, #sponsored, #catfood",daily_life,9
2024-01-08 01:00:00,517.0,49.0,40.0,Making every moment special with Premium Cat Feast! #ad,"#purrfect, #purrfect",behind_scenes,5
2024-01-08 02:00:00,543.0,82.0,58.0,Breaking news: Nap time is essential! 😴,"#cute, #catfood, #kitty, #cute",review,12
2024-01-08 03:00:00,496.0,77.0,35.0,The face you make when the treats come out 😻,"#catsofinstagram, #meow, #cute, #meow",product_showcase,14
2024-01-08 04:00:00,733.0,41.0,46.0,Meet our adorable model testing the new Premium Cat Feast! 😺 #sponsored,"#kitty, #ad, #catlife",review,14
2024-01-08 05:00:00,922.0,87.0,35.0,The face you make when the treats come out 😻,"#catlife, #meow, #kitty",product_showcase,1
2024-01-08 06:00:00,866.0,70.0,31.0,Quality time with our feline friend 💕,"#fluff, #catlife",review,15
2024-01-08 07:00:00,998.0,46.0,45.0,The face you make when the treats come out 😻,"#meow, #meow, #kitty, #sponsored",product_showcase,18
2024-01-08 08:00:00,744.0,132.0,35.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#fluff, #ad, #catsofinstagram, #ad",daily_life,3
2024-01-08 09:00:00,963.0,88.0,23.0,When the sunbeam hits just right ☀️,"#sponsored, #catsofinstagram",product_showcase,16
2024-01-08 10:00:00,668.0,73.0,38.0,Breaking news: Nap time is essential! 😴,"#fluff, #catfood, #meow, #sponsored, #catlife",behind_scenes,17
2024-01-08 11:00:00,833.0,95.0,30.0,Breaking news: Nap time is essential! 😴,"#kitty, #fluff, #kitty, #meow",review,6
2024-01-08 12:00:00,760.0,108.0,48.0,Weekend vibes with our favorite furry friend 🐱,"#catsofinstagram, #fluff, #cute, #cute",cute_moment,15
2024-01-08 13:00:00,415.0,54.0,34.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#kitty, #kitty, #sponsored",daily_life,2
2024-01-08 14:00:00,306.0,62.0,42.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#catfood, #kitty, #catsofinstagram, #catlife",review,13
2024-01-08 15:00:00,555.0,27.0,35.0,Behind the scenes of today's photoshoot - not as easy as it looks! 📸,"#sponsored, #meow",daily_life,11
2024-01-08 16:00:00,424.0,43.0,26.0,"Sleepy kitty, happy kitty... Someone loves their new bed! 💤","#kitty, #catlife, #meow, #catfood, #fluff",cute_moment,17
2024-01-08 17:00:00,609.0,39.0,12.0,Making every moment special with Premium Cat Feast! #ad,"#purrfect, #purrfect",cute_moment,10
2024-01-08 18:00:00,420.0,41.0,26.0,Quality time with our feline friend 💕,"#catfood, #cute, #meow",cute_moment,9
2024-01-08 19:00:00,377.0,39.0,27.0,NEW PRODUCT ALERT! 🎉 Swipe to see what got four paws up!,"#catfood, #catfood, #cute, #fluff, #sponsored",cute_moment,19
